iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	exploration_time	submission_time	total_time	eventType
pilot	3128-7e5e1c49-2116-4bc0-bd41-14341ba9fdbe	1540399832703	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	48.398	26.816	75.214	logTrain
pilot	3128-7e5e1c49-2116-4bc0-bd41-14341ba9fdbe	1540400200786	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	229.91	3.192	233.102	logTrain
