iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	exploration_time	submission_time	total_time	eventType
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1542065624904	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	69.826	19.868	89.694	logTrain
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1542066077695	explorer	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	100.154	2.086	102.24	logTrain
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1542066451811	explorer	12	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	56.023	13.174	69.197	logTrain
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1542066870539	explorer	13	DISJUNCTION,CONJUNCTION	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	86.075	3.411	89.486	logTrain
pilot	2529-2a9a5854-39b7-4f29-a61f-be889e8f20e9	1542067189638	explorer	14	DISJUNCTION,CONJUNCTION	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	68.451	7.396	75.847	logTrain
