iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	exploration_time	submission_time	total_time	eventType
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542042691988	explorer	10	DISJUNCTION_DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	132.567	7.271	139.838	logTrain
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542043092374	explorer	11	CONJUNCTION_DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	132.738	16.05	148.788	logTrain
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542043477448	explorer	12	CONJUNCTION_DISJUNCTION	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	61.814	76.223	138.037	logTrain
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542043805102	explorer	13	DISJUNCTION_CONJUNCTION	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	40.668	35.17	75.838	logTrain
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542044037984	explorer	14	DISJUNCTION_CONJUNCTION	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	45.998	1.939	47.937	logTrain
