experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType
mp-game-6	pilot	7299-90546144-79e5-4565-ad29-bcfb5ba0dba5	1547674524506	explorer	9	"trees without leaves"	trees_without_leaves	0	"The creatures without any "leaf" looking things are moreths."	26.823	chatMessage
mp-game-6	pilot	7299-90546144-79e5-4565-ad29-bcfb5ba0dba5	1547674525819	student	9	"trees without leaves"	trees_without_leaves	0	"hello"	3.314	chatMessage
