iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492513834	1	playerA	a zoov lives near crocodiles	8447	chatMessage
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492518135	1	playerB	kaz and jav colelct leaves	4502	chatMessage
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492606604	2	playerB	cheeba and fram have eggs.  thup don't	7909	chatMessage
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492626689	2	playerA	at least two members of each creature are poisonous; it will be difficult to determine which ones are the poison ones	28664	chatMessage
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492696699	3	playerB	one of each has eggs, but it's hard to tell.  so i guess randomly pick every other	11117	chatMessage
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492754896	4	playerB	only daith are posionous	3135	chatMessage
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492759684	4	playerA	all eleps and most sapers grow eggs	75501	chatMessage
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492774676	4	playerB	ok	2197	chatMessage
