iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652064400	1	playerA	Which animals need to be saved	12230	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652087969	1	playerB	The Reesle (yellow) always has leave, the dorb (orange) never does, and the L (purple) usually has leaves.	27234	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652097919	1	playerB	What can you tell me about yours?	6852	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652155230	1	playerA	I only had trufts and giffers.  It seemed random which truft or gibber had an alligator	52881	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652197535	1	playerB	Do you have a guess?	6878	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652268590	1	playerA	Not from my data, but looking at yours I would think the Resle is the first, and the purple is the second	48155	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652283457	1	playerA	Besides, I think alligators would be bad hidden features	13628	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652286896	1	playerB	Okay	773	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652391470	2	playerB	It was an even 50/50 shot on all my birds.	11487	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652411878	2	playerA	The fram all did NOT have spiders.  The Stub only had 1 spider out of 4.  The Stup all had spiders	28124	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652432300	2	playerB	Okay, thanks!	2808	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652454482	2	playerA	Do the spiders mean we need to save them from the spiders, or that they need to be killed?	24501	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652535896	3	playerA	50/50	2204	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652541800	3	playerB	Daith (green) always lived near crocodile, no one else ever did.	10989	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652551686	3	playerB	Okay.	8797	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652569200	3	playerA	So we save Daith	7139	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652587726	3	playerB	Yep	703	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652590264	3	playerA	What tree is 1 in 3 chance	8008	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652600762	3	playerB	What?	883	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652647715	3	playerA	Half of each had leaves, so it is a one in three chance where to hide them	37990	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652657016	3	playerB	Oh, okay.	2272	chatMessage
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652670316	3	playerA	We only have 14 minutes	9193	chatMessage
