iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814471342	1	playerA	af	640	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814475175	1	playerB	yoooo	1163	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814480963	1	playerB	afdlkjlajfd	1422	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814482212	1	playerB	afdldjf	855	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814483472	1	playerB	adfnl	838	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814485352	1	playerB	fdslal	1261	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814488962	1	playerB	adjfafdalfs;f,	3238	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814493437	1	playerB	derp	886	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814495195	1	playerA	d	741	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814496987	1	playerA	e	165	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814497406	1	playerA	r	243	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814498173	1	playerA	p	136	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814584570	2	playerA	Half of each critter type is poisonous!	9873	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814588552	2	playerB	plovs mostly lay eggs and pangolins always lay eggs	13641	chatMessage
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814597915	2	playerB	the other one never lays eggs	8664	chatMessage
