experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	train	test	chat	eventType
mp-game-6	pilot	7299-90546144-79e5-4565-ad29-bcfb5ba0dba5	1547674577170	explorer	9	"trees without leaves"	trees_without_leaves	0	87.684	28.488	48.424	logTimes
mp-game-6	pilot	7299-90546144-79e5-4565-ad29-bcfb5ba0dba5	1547674637557	student	39	"bugs with (white legs and purple wings) or orange antennae"	bugs_white_legs_purple_wings_or_orange_antennae	1	-1	NaN		logTimes
