experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType
mp-game-6	pilot	7796-e2ce67e0-c133-488c-97cf-7463a9dd504e	1.54784E+12	explorer	19	flowers with orange petals and purple centers	flowers_orange_petals_purple_centers	0	Hi! An oller is any yellow flower with a light pink/purple center.	10.619	chatMessage	I
mp-game-6	pilot	7796-e2ce67e0-c133-488c-97cf-7463a9dd504e	1.54784E+12	student	19	flowers with orange petals and purple centers	flowers_orange_petals_purple_centers	0	ok thanks	2.118	chatMessage	C
