iterationName	gameid	time	trialNum	role	block_num	time_in_ms	block	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	eventType
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963981	1	playerB	0	29855	learnCritters	tree	0	reesle	#EDCA00	0.8	0.8	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963986	1	playerB	0	29855	learnCritters	tree	1	lorch	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963987	1	playerB	0	29855	learnCritters	tree	2	lorch	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963988	1	playerB	0	29855	learnCritters	tree	3	reesle	#EDCA00	0.8	0.8	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963989	1	playerB	0	29855	learnCritters	tree	4	dorb	#FF8C00	0.8	0.8	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963990	1	playerB	0	29855	learnCritters	tree	5	dorb	#FF8C00	0.8	0.8	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963991	1	playerB	0	29855	learnCritters	tree	6	lorch	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963993	1	playerB	0	29855	learnCritters	tree	7	dorb	#FF8C00	0.8	0.8	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963994	1	playerB	0	29855	learnCritters	tree	8	dorb	#FF8C00	0.8	0.8	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963995	1	playerB	0	29855	learnCritters	tree	9	reesle	#EDCA00	0.8	0.8	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963996	1	playerB	0	29855	learnCritters	tree	10	reesle	#EDCA00	0.8	0.8	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502651963998	1	playerB	0	29855	learnCritters	tree	11	lorch	#B630F0	0.8	0.8	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027566	1	playerA	0	28413	learnCritters	fish	0	truft	#FF8C00	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027574	1	playerA	0	28413	learnCritters	fish	1	glippet	#F52A37	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027578	1	playerA	0	28413	learnCritters	fish	2	saper	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027578	1	playerA	0	28413	learnCritters	fish	3	truft	#FF8C00	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027579	1	playerA	0	28413	learnCritters	fish	4	glippet	#F52A37	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027580	1	playerA	0	28413	learnCritters	fish	5	saper	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027581	1	playerA	0	28413	learnCritters	fish	6	saper	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027582	1	playerA	0	28413	learnCritters	fish	7	glippet	#F52A37	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027583	1	playerA	0	28413	learnCritters	fish	8	saper	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027584	1	playerA	0	28413	learnCritters	fish	9	glippet	#F52A37	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027585	1	playerA	0	28413	learnCritters	fish	10	truft	#FF8C00	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652027585	1	playerA	0	28413	learnCritters	fish	11	truft	#FF8C00	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368066	2	playerA	1	28471	learnCritters	bug	0	fram	#F52A37	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368073	2	playerA	1	28471	learnCritters	bug	1	stup	#228C22	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368074	2	playerA	1	28471	learnCritters	bug	2	stup	#228C22	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368074	2	playerA	1	28471	learnCritters	bug	3	mox	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368076	2	playerA	1	28471	learnCritters	bug	4	mox	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368077	2	playerA	1	28471	learnCritters	bug	5	fram	#F52A37	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368078	2	playerA	1	28471	learnCritters	bug	6	mox	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368078	2	playerA	1	28471	learnCritters	bug	7	mox	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368079	2	playerA	1	28471	learnCritters	bug	8	fram	#F52A37	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368079	2	playerA	1	28471	learnCritters	bug	9	fram	#F52A37	0	0	false	false	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368080	2	playerA	1	28471	learnCritters	bug	10	stup	#228C22	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652368081	2	playerA	1	28471	learnCritters	bug	11	stup	#228C22	0	0	false	false	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652377435	2	playerB	1	35707	learnCritters	bird	0	mook	#228C22	0.8	0.8	true	true	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652377440	2	playerB	1	35707	learnCritters	bird	1	kaz	#FF8C00	0.8	0.8	true	true	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652377441	2	playerB	1	35707	learnCritters	bird	2	grink	#EDCA00	0.8	0.8	true	true	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652377442	2	playerB	1	35707	learnCritters	bird	3	grink	#EDCA00	0.8	0.8	true	true	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652377443	2	playerB	1	35707	learnCritters	bird	4	kaz	#FF8C00	0.8	0.8	true	true	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652377443	2	playerB	1	35707	learnCritters	bird	5	mook	#228C22	0.8	0.8	true	true	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652377444	2	playerB	1	35707	learnCritters	bird	6	grink	#EDCA00	0.8	0.8	true	true	false	0	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652377445	2	playerB	1	35707	learnCritters	bird	7	kaz	#FF8C00	0.8	0.8	true	true	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652377446	2	playerB	1	35707	learnCritters	bird	8	mook	#228C22	0.8	0.8	true	true	false	1	logTrain
pilot1	7133-1d5911cf-3f2a-4997-a39d-f565df4b3126	1502652377447	2	playerB	1	35707	learnCritters	bird	9	mook	#228C22	0.8	0.8	true	true	false	1	logTrain
