iterationName	gameid	time	trialNum	role	block_num	time_in_ms	block	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	eventType
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485200	1	playerB	0	15103	learnCritters	tree	0	kaz	#FF8C00	0.8	0.8	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485211	1	playerB	0	15103	learnCritters	tree	1	jav	#B630F0	0.8	0.8	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485212	1	playerB	0	15103	learnCritters	tree	2	dorb	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485215	1	playerB	0	15103	learnCritters	tree	3	kaz	#FF8C00	0.8	0.8	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485216	1	playerB	0	15103	learnCritters	tree	4	dorb	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485217	1	playerB	0	15103	learnCritters	tree	5	dorb	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485217	1	playerB	0	15103	learnCritters	tree	6	jav	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485220	1	playerB	0	15103	learnCritters	tree	7	kaz	#FF8C00	0.8	0.8	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485221	1	playerB	0	15103	learnCritters	tree	8	dorb	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485221	1	playerB	0	15103	learnCritters	tree	9	jav	#B630F0	0.8	0.8	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485222	1	playerB	0	15103	learnCritters	tree	10	jav	#B630F0	0.8	0.8	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492485224	1	playerB	0	15103	learnCritters	tree	11	kaz	#FF8C00	0.8	0.8	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498179	1	playerA	0	22279	learnCritters	fish	0	crullet	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498179	1	playerA	0	22279	learnCritters	fish	1	wug	#F52A37	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498180	1	playerA	0	22279	learnCritters	fish	2	zoov	#5CA4DB	0	0	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498180	1	playerA	0	22279	learnCritters	fish	3	wug	#F52A37	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498181	1	playerA	0	22279	learnCritters	fish	4	zoov	#5CA4DB	0	0	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498181	1	playerA	0	22279	learnCritters	fish	5	zoov	#5CA4DB	0	0	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498182	1	playerA	0	22279	learnCritters	fish	6	crullet	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498183	1	playerA	0	22279	learnCritters	fish	7	crullet	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498184	1	playerA	0	22279	learnCritters	fish	8	zoov	#5CA4DB	0	0	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498184	1	playerA	0	22279	learnCritters	fish	9	wug	#F52A37	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498185	1	playerA	0	22279	learnCritters	fish	10	crullet	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492498185	1	playerA	0	22279	learnCritters	fish	11	wug	#F52A37	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574954	2	playerB	1	17263	learnCritters	bird	0	 cheeba	#B630F0	0.8	0.8	true	true	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574969	2	playerB	1	17263	learnCritters	bird	1	 cheeba	#B630F0	0.8	0.8	true	true	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574970	2	playerB	1	17263	learnCritters	bird	2	thup	#FF8C00	0.8	0.8	true	true	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574973	2	playerB	1	17263	learnCritters	bird	3	fram	#5CA4DB	0.8	0.8	true	true	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574974	2	playerB	1	17263	learnCritters	bird	4	 cheeba	#B630F0	0.8	0.8	true	true	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574977	2	playerB	1	17263	learnCritters	bird	5	 cheeba	#B630F0	0.8	0.8	true	true	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574977	2	playerB	1	17263	learnCritters	bird	6	fram	#5CA4DB	0.8	0.8	true	true	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574978	2	playerB	1	17263	learnCritters	bird	7	thup	#FF8C00	0.8	0.8	true	true	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574979	2	playerB	1	17263	learnCritters	bird	8	thup	#FF8C00	0.8	0.8	true	true	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574980	2	playerB	1	17263	learnCritters	bird	9	fram	#5CA4DB	0.8	0.8	true	true	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574984	2	playerB	1	17263	learnCritters	bird	10	thup	#FF8C00	0.8	0.8	true	true	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492574984	2	playerB	1	17263	learnCritters	bird	11	fram	#5CA4DB	0.8	0.8	true	true	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492596582	2	playerA	1	39709	learnCritters	bug	0	kwep	#EDCA00	0	0	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492596608	2	playerA	1	39709	learnCritters	bug	1	morseth	#F52A37	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492596613	2	playerA	1	39709	learnCritters	bug	2	morseth	#F52A37	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492596614	2	playerA	1	39709	learnCritters	bug	3	kwep	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492596615	2	playerA	1	39709	learnCritters	bug	4	kwep	#EDCA00	0	0	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492596616	2	playerA	1	39709	learnCritters	bug	5	pangolin	#228C22	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492596618	2	playerA	1	39709	learnCritters	bug	6	morseth	#F52A37	0	0	false	false	false	1	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492596622	2	playerA	1	39709	learnCritters	bug	7	pangolin	#228C22	0	0	false	false	false	0	logTrain
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492596623	2	playerA	1	39709	learnCritters	bug	8	pangolin	#228C22	0	0	false	false	false	1	logTrain
