iterationName	gameid	time	trialNum	role	block_num	time_in_ms	block	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	eventType
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330762	1	playerB	0	22010	learnCritters	tree	0	blin	#B630F0	0.8	0.8	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330778	1	playerB	0	22010	learnCritters	tree	1	reesle	#228C22	0.8	0.8	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330779	1	playerB	0	22010	learnCritters	tree	2	blin	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330780	1	playerB	0	22010	learnCritters	tree	3	truft	#FF8C00	0.8	0.8	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330788	1	playerB	0	22010	learnCritters	tree	4	reesle	#228C22	0.8	0.8	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330788	1	playerB	0	22010	learnCritters	tree	5	blin	#B630F0	0.8	0.8	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330789	1	playerB	0	22010	learnCritters	tree	6	truft	#FF8C00	0.8	0.8	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330791	1	playerB	0	22010	learnCritters	tree	7	blin	#B630F0	0.8	0.8	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330792	1	playerB	0	22010	learnCritters	tree	8	reesle	#228C22	0.8	0.8	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330793	1	playerB	0	22010	learnCritters	tree	9	reesle	#228C22	0.8	0.8	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330794	1	playerB	0	22010	learnCritters	tree	10	truft	#FF8C00	0.8	0.8	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814330796	1	playerB	0	22010	learnCritters	tree	11	truft	#FF8C00	0.8	0.8	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333442	1	playerA	0	17703	learnCritters	fish	0	 cheeba	#FF8C00	0	0	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333446	1	playerA	0	17703	learnCritters	fish	1	fep	#5CA4DB	0	0	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333447	1	playerA	0	17703	learnCritters	fish	2	 cheeba	#FF8C00	0	0	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333448	1	playerA	0	17703	learnCritters	fish	3	ackle	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333448	1	playerA	0	17703	learnCritters	fish	4	 cheeba	#FF8C00	0	0	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333450	1	playerA	0	17703	learnCritters	fish	5	fep	#5CA4DB	0	0	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333451	1	playerA	0	17703	learnCritters	fish	6	ackle	#EDCA00	0	0	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333452	1	playerA	0	17703	learnCritters	fish	7	ackle	#EDCA00	0	0	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333452	1	playerA	0	17703	learnCritters	fish	8	 cheeba	#FF8C00	0	0	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333455	1	playerA	0	17703	learnCritters	fish	9	fep	#5CA4DB	0	0	false	false	false	0	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333456	1	playerA	0	17703	learnCritters	fish	10	ackle	#EDCA00	0	0	false	false	false	1	logTrain
pilot1	6246-fc954350-1b9c-47b0-b145-78be1d3dd065	1502814333457	1	playerA	0	17703	learnCritters	fish	11	fep	#5CA4DB	0	0	false	false	false	0	logTrain
