iterationName	gameid	time	trialNum	role	block_num	time_in_ms	block	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	eventType
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125376	1	playerB	0	14661	learnCritters	tree	0	kaz	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125386	1	playerB	0	14661	learnCritters	tree	1	kaz	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125387	1	playerB	0	14661	learnCritters	tree	2	kwep	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125388	1	playerB	0	14661	learnCritters	tree	3	taifel	#5CA4DB	0.8	0.8	false	false	false	0	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125388	1	playerB	0	14661	learnCritters	tree	4	kwep	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125389	1	playerB	0	14661	learnCritters	tree	5	kaz	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125389	1	playerB	0	14661	learnCritters	tree	6	kwep	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125391	1	playerB	0	14661	learnCritters	tree	7	taifel	#5CA4DB	0.8	0.8	false	false	false	0	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125391	1	playerB	0	14661	learnCritters	tree	8	kwep	#F52A37	0.8	0.8	false	false	false	0	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125392	1	playerB	0	14661	learnCritters	tree	9	taifel	#5CA4DB	0.8	0.8	false	false	false	0	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125392	1	playerB	0	14661	learnCritters	tree	10	kaz	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732125394	1	playerB	0	14661	learnCritters	tree	11	taifel	#5CA4DB	0.8	0.8	false	false	false	0	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732144758	1	playerA	0	26623	learnCritters	fish	0	morseth	#EDCA00	0	0	false	false	false	1	logTrain
pilot1	3416-c018ab1b-f022-41c4-893c-462e12108278	1502732144758	1	playerA	0	26623	learnCritters	fish	1	mook	#5CA4DB	0	0	false	false	false	0	logTrain
