iterationName	gameid	time	trialNum	role	block_num	time_in_ms	block	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	eventType
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775647	1	playerB	0	12915	learnCritters	tree	0	lorch	#5CA4DB	0.8	0.8	false	false	false	1	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775668	1	playerB	0	12915	learnCritters	tree	1	zorb	#FF8C00	0.8	0.8	false	false	false	0	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775674	1	playerB	0	12915	learnCritters	tree	2	lorch	#5CA4DB	0.8	0.8	false	false	false	0	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775675	1	playerB	0	12915	learnCritters	tree	3	plov	#B630F0	0.8	0.8	false	false	false	0	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775677	1	playerB	0	12915	learnCritters	tree	4	lorch	#5CA4DB	0.8	0.8	false	false	false	0	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775678	1	playerB	0	12915	learnCritters	tree	5	plov	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775680	1	playerB	0	12915	learnCritters	tree	6	plov	#B630F0	0.8	0.8	false	false	false	0	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775681	1	playerB	0	12915	learnCritters	tree	7	plov	#B630F0	0.8	0.8	false	false	false	1	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775681	1	playerB	0	12915	learnCritters	tree	8	lorch	#5CA4DB	0.8	0.8	false	false	false	1	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775682	1	playerB	0	12915	learnCritters	tree	9	zorb	#FF8C00	0.8	0.8	false	false	false	1	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775684	1	playerB	0	12915	learnCritters	tree	10	zorb	#FF8C00	0.8	0.8	false	false	false	0	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502662775684	1	playerB	0	12915	learnCritters	tree	11	zorb	#FF8C00	0.8	0.8	false	false	false	1	logTrain
pilot1	7735-8d70b20e-2b53-4895-92ee-41e98df7fb15	1502663180974	1	playerA	0	25781	learnCritters	fish	0	morseth	#5CA4DB	0	0	false	false	false	1	logTrain
