iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	0879-35358fbc-d639-4587-9546-dd511a34d242	1522698887978		explorer	training	16	6	25	3	13	logScores
pilot1	0879-35358fbc-d639-4587-9546-dd511a34d242	1522700457519		explorer	testing	14	0	17	0	14	logScores
