iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	3992-42693c58-9ed7-4912-9ccf-4a7b202e4bd3	1525131840228	1	student	Hello!	1895	chatMessage
pilot1	3992-42693c58-9ed7-4912-9ccf-4a7b202e4bd3	1525131877901	1	explorer	Hello!  If the creature has orange or yellow wings, feathers or stripes, it is wudsy.	33229	chatMessage
pilot1	3992-42693c58-9ed7-4912-9ccf-4a7b202e4bd3	1525131920373	1	student	Ok, that's all?	6929	chatMessage
pilot1	3992-42693c58-9ed7-4912-9ccf-4a7b202e4bd3	1525131923403	1	explorer	If it has green or purple wings, feathers or stripes, it is not.	40805	chatMessage
pilot1	3992-42693c58-9ed7-4912-9ccf-4a7b202e4bd3	1525131959415	1	explorer	I seem to have forgotten for blue, but I am pretty sure if it has blue wings, feathers or stripes, it is wudsy.  	30336	chatMessage
pilot1	3992-42693c58-9ed7-4912-9ccf-4a7b202e4bd3	1525131969730	1	explorer	The body color does not matter.	6763	chatMessage
pilot1	3992-42693c58-9ed7-4912-9ccf-4a7b202e4bd3	1525132001286	1	student	Got it! Thanks for the info	13460	chatMessage
pilot1	3992-42693c58-9ed7-4912-9ccf-4a7b202e4bd3	1525132035043	1	explorer	Okay, best of luck.  Hopefully, I've remembered correctly, but I'm sure, we can deduce any mistakes as we go along.	30355	chatMessage
pilot1	3992-42693c58-9ed7-4912-9ccf-4a7b202e4bd3	1525132049936	1	student	Cool!	2727	chatMessage
