iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	4667-5e5d6809-f560-4e02-87f0-3427a7f957fa	1525126398854	1	explorer	The wudys looked like fish and they were either blue and red or blue and purple	20749	chatMessage
pilot1	4667-5e5d6809-f560-4e02-87f0-3427a7f957fa	1525126437529	1	student	So a combination of colors?	10650	chatMessage
pilot1	4667-5e5d6809-f560-4e02-87f0-3427a7f957fa	1525126460412	1	explorer	yes, but only those two combinations	9918	chatMessage
pilot1	4667-5e5d6809-f560-4e02-87f0-3427a7f957fa	1525126475915	1	explorer	blue and red, or blue and purple. i only saw one blue and red fish, though	12999	chatMessage
pilot1	4667-5e5d6809-f560-4e02-87f0-3427a7f957fa	1525126505138	1	student	So all look like fish?	7802	chatMessage
pilot1	4667-5e5d6809-f560-4e02-87f0-3427a7f957fa	1525126531392	1	explorer	yeah. the ones that are wudsys look like fish. 	11032	chatMessage
pilot1	4667-5e5d6809-f560-4e02-87f0-3427a7f957fa	1525126542262	1	student	ok lets go	5013	chatMessage
