iterationName	gameid	time	trialNum	role	text	reactionTime	eventType
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131151441	1	explorer	Hello, I didn't see very many wudsy creatures. I didn't notice any patterns at all.	35151	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131157062	1	student	what you learn 	21246	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131168303	1	explorer	nothing! Haha!	6513	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131179047	1	student	somethin special	16541	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131185692	1	student	hahahaha	1479	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131187385	1	explorer	most of them were not wudsy	12206	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131197093	1	explorer	right?	4140	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131204552	1	student	ok and its easy to know	13388	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131219559	1	explorer	you noticed something?	6378	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131254478	1	student	no i cant see anithing you have to tell me i don know even how are they	30527	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131290823	1	explorer	they were all different. I did not notice any patterns. I guess we have to guess to get the bonus!	24934	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131323807	1	student	ok, nive to meet yu i hope we do the best so lets continue	21959	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131328411	1	student	nice	1654	chatMessage
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131348622	1	explorer	sounds good, good luck! get a big bonus!	16771	chatMessage
