iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
pilot1	7101-32546d56-35d1-4827-b562-bdb87134a8a5	1525128362616	1	explorer	yes	2	yes	27	Male	3	Great experiment! I really liked it!	No		1.20	I just compared which were Wudsys to which were not then explained that explicitly to my partner	yes	liked	logSubjInfo
