iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	 Then I tried to describe those patterns to my partner	humanPartner	likePartner	eventType
pilot1	5416-a7363177-6367-46b3-9853-f7d1cb56a932	1525132476663	1	explorer	yes	2	yes	21	Male	2		None		2.00	I tried to find out any patterns in the animals that were wudsy		yes	okay	logSubjInfo
pilot1	5416-a7363177-6367-46b3-9853-f7d1cb56a932	1525132501510	1	student	yes	2	yes	62	Male	-1	ty	no	1.50	just tried to remember what my partner described to me	yes	loved	logSubjInfo
