iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	2785-e00d99cf-3675-4695-9733-f6b534857222	1525123938992	1	student	yes	1	yes	44	Female	2	No comments		Np	2.00	I listened to my partner	yes	not much	logSubjInfo
