iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	Thank you!	problems	 	fairprice	strategy	 My choices were based on the information I was given by the other player	humanPartner	likePartner	eventType
pilot1	0962-4160c79f-a457-4332-995c-1f66e3244f1b	1524847549057		student	yes	1	yes	29	Female	-1	It was okay overall		No not at all		1.50	I did not have a specific strategy in place		yes	okay	logSubjInfo
