iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	 Fortunately	 	humanPartner	likePartner	eventType
pilot1	7109-b1889f8c-acb5-4786-b2ca-8ea088c1bee1	1525123529101	1	student	yes	2	yes	27	Female	2	Loved this experiment	None at all	1.20	Reading the instructions TWICE	 the instructions given by my partner were very clear		yes	loved	logSubjInfo
