iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131556063	1	student	yes	2	yes	38	Female	2		no	yes	no strategy just think	yes	liked	logSubjInfo
pilot1	9542-eef3fde3-2e2a-4089-a7d7-c392d057dc0e	1525131566061	1	explorer	yes	2	confused	48	Female	4	thank you!	no	yes	I totally guessed			yes	okay	logSubjInfo
