experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	train	test	chat	eventType
mp-game-6	pilot	2603-f3371eba-abc4-4624-8f52-1efa06971f09	1548453791016	student	41	"trees with (orange trunks or berries) and white leaves"	trees_orange_trunks_or_berries_white_leaves	0	-1	29.25	66.708	logTimes
mp-game-6	pilot	2603-f3371eba-abc4-4624-8f52-1efa06971f09	1548453818981	explorer	41	"trees with (orange trunks or berries) and white leaves"	trees_orange_trunks_or_berries_white_leaves	0	183.727	30.356	67.217	logTimes
mp-game-6	pilot	2603-f3371eba-abc4-4624-8f52-1efa06971f09	1548454135167	explorer	31	"birds with (purple crests and purple tails) or orange wings"	birds_purple_crests_purple_tails_or_orange_wings	1	134.38	36.591	121.784	logTimes
mp-game-6	pilot	2603-f3371eba-abc4-4624-8f52-1efa06971f09	1548454176602	student	31	"birds with (purple crests and purple tails) or orange wings"	birds_purple_crests_purple_tails_or_orange_wings	1	-1	80.884	121.378	logTimes
mp-game-6	pilot	2603-f3371eba-abc4-4624-8f52-1efa06971f09	1548454667261	explorer	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	2	251.358	64.947	141.376	logTimes
mp-game-6	pilot	2603-f3371eba-abc4-4624-8f52-1efa06971f09	1548454747254	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	2	-1	157.99	140.941	logTimes
mp-game-6	pilot	2603-f3371eba-abc4-4624-8f52-1efa06971f09	1548455038136	explorer	21	"bugs with purple wings or white legs"	bugs_purple_wings_or_white_legs	3	156.839	33.92	78.599	logTimes
mp-game-6	pilot	2603-f3371eba-abc4-4624-8f52-1efa06971f09	1548455052022	student	21	"bugs with purple wings or white legs"	bugs_purple_wings_or_white_legs	3	-1	48.241	78.164	logTimes
mp-game-6	pilot	2603-f3371eba-abc4-4624-8f52-1efa06971f09	1548455251845	explorer	1	"flowers with thorns"	flowers_thorns	4	87.866	25.12	57.472	logTimes
mp-game-6	pilot	2603-f3371eba-abc4-4624-8f52-1efa06971f09	1548455255889	student	1	"flowers with thorns"	flowers_thorns	4	-1	30.177	57.068	logTimes
