iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	0953-0e7cfea2-2e66-419e-b197-244eaa7c7b14	1525293105592	1	student	yes	1	yes	31	Female	2		no	1.5	It was different	yes	liked	logSubjInfo
pilot1	0953-0e7cfea2-2e66-419e-b197-244eaa7c7b14	1525293140333	1	explorer	yes	2	yes	36	Female	2		No	1.50	I learned what determined a wudsy creature and communicated this to my partner		yes	liked	logSubjInfo
