iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	 	humanPartner	likePartner	eventType
pilot1	2611-fb3b388b-eeeb-4f10-954d-1a52508f140d	1525301561320	1	student		2	yes	69	Male	2	Thanks for the work		no	yes	I followed my partner's instructions		yes	liked	logSubjInfo
