iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a	1525123960659	1	student	yes	1	yes	47	Male	3	survey worked fine	no	2.50	i chose what my partner described	yes	loved	logSubjInfo
pilot1	4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a	1525123989726	1	explorer	yes	2	yes	25	Male	1		No problems		1.50	No real strategy to be honest	yes	liked	logSubjInfo
