iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
pilot1	8388-04055f0e-5abc-4692-8ca3-b7597c2f4349	1525123322564	1	student	yes	2	yes	23	Male	2			1.5	I just listened to what my partner told me and followed the advice		yes	loved	logSubjInfo
