iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	1564-05db9ef2-42e0-424b-9ed3-736a24ad1209	1525124251393	1	explorer	yes	2	yes	26	Male	3	nice	no	good	very fair	no	liked	logSubjInfo
