iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
pilot1	4472-c2464183-e97f-4d6a-acbf-7108bf7a9a09	1525125304647	1	student	yes	2	yes	44	Female	3	no	no	2.00	I need to trust my partner and it is a team work		yes	loved	logSubjInfo
