iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
pilot1	3459-d39aa68e-f315-496f-88a7-6fd7f0a8ec62	1525130475483	1	student	yes	2	yes	51	Male	2		it was fine	1.50	Bird and insect looking creatures were wudsy		yes	liked	logSubjInfo
