iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	 wish more hits were like this	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	1869-e73d22fa-0f15-4446-b8d2-63d0d11d4842	1525295949767	1	student	yes	2	yes	32	Male	2	I really enjoyed doing this		no	1	no real strategy	yes	loved	logSubjInfo
