iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	  If I "Correctly selected: 12 out of 18" then I should have incorrectly selected 6 out of 18	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	9334-3f2cd488-cbfc-4387-a7a0-b8cfce65be04	1525301745606	1	student	yes	1	yes	52	Male	3		Don't understand the score system	 but it said 2 out of 12	4.00	Used info gathered by other guy to try to identify the creatures	yes	okay	logSubjInfo
