iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	 This how I would know which ones' were my target		humanPartner	likePartner	eventType
pilot1	0087-7660e87f-f38b-4371-8a40-5469bc382b09	1525127431647	1	student	yes	2	yes	37	Male	1	Thanks!	no	1.50	To find blue fish	 according to my partner		yes	liked	logSubjInfo
