iterationName	gameid	time	trialNum	role	trial_num	time_in_seconds	turker_label	true_label	is_correct	eventType
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977149952		explorer	0	5.728	false	false	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977160569		explorer	1	3.846	false	true	false	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977166971		explorer	2	6.378	true	true	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977171450		explorer	3	4.438	true	true	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977174053		explorer	4	2.571	false	false	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977176230		explorer	5	2.104	false	false	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977185245		explorer	6	1.965	true	false	false	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977206080		explorer	7	20.705	true	true	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977209594		explorer	8	3.477	false	false	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977214646		explorer	9	4.972	true	true	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977224594		explorer	10	3.935	true	false	false	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977233788		explorer	11	3.197	true	false	false	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977242211		explorer	12	2.501	false	true	false	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977249580		explorer	13	7.265	true	true	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977258630		explorer	14	2.593	true	false	false	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977262582		explorer	15	3.837	true	true	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977267102		explorer	16	4.423	true	true	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977269635		explorer	17	2.385	true	true	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977273574		explorer	18	3.802	false	false	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977276500		explorer	19	2.8	false	false	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977279568		explorer	20	2.927	false	false	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977283699		explorer	21	4.006	true	true	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977287079		explorer	22	3.238	false	false	true	logTrain
pilot1	0269-7113e9e5-7b58-4bb3-9ea2-e40fdd513e18	1520977290169		explorer	23	2.944	true	true	true	logTrain
