iterationName	gameid	time	trialNum	role	trial_num	time_in_seconds	turker_label	true_label	is_correct	eventType
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523664914586		explorer	0	19.748	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523664924551		explorer	1	9.872	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523664940592		explorer	2	8.814	false	true	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523664946281		explorer	3	5.571	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523664956994		explorer	4	3.655	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523664964291		explorer	5	7.075	false	false	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523664989985		explorer	6	18.531	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665013984		explorer	7	17.049	false	true	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665026954		explorer	8	6.218	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665036645		explorer	9	9.443	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665048491		explorer	10	5.08	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665055913		explorer	11	7.082	false	false	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665062145		explorer	12	5.889	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665074269		explorer	13	3.904	false	true	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665107306		explorer	14	26.019	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665113951		explorer	15	6.283	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665137554		explorer	16	16.593	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665151427		explorer	17	6.779	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665160058		explorer	18	8.195	false	false	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665165558		explorer	19	4.998	false	false	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665179038		explorer	20	6.669	false	true	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665218942		explorer	21	39.272	false	false	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665236667		explorer	22	10.914	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665251903		explorer	23	14.603	false	false	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665269472		explorer	24	10.497	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665297840		explorer	25	27.801	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665302529		explorer	26	4.071	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665307051		explorer	27	3.804	false	false	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665310275		explorer	28	2.528	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665315199		explorer	29	4.228	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665325466		explorer	30	2.987	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665335665		explorer	31	3.047	false	true	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665353066		explorer	32	16.745	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665363196		explorer	33	2.996	false	true	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665373109		explorer	34	2.712	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665383885		explorer	35	3.566	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665389042		explorer	36	4.433	false	false	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665392676		explorer	37	2.807	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665398231		explorer	38	4.607	false	false	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665402219		explorer	39	3.012	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665406140		explorer	40	2.982	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665416393		explorer	41	2.843	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665420436		explorer	42	3.02	false	false	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665430677		explorer	43	2.891	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665448590		explorer	44	10.371	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665459678		explorer	45	3.941	false	true	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665516997		explorer	46	49.835	true	false	false	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665522077		explorer	47	4.042	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665526267		explorer	48	3.207	true	true	true	logTrain
pilot1	8655-7531e9a4-4b09-43e2-8577-a2ac301ac5be	1523665536631		explorer	49	3.684	true	false	false	logTrain
