stim_num	turker_label	true_label	is_correct	eventType	iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn
0	false	false	true	logTest	pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532391	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
1	false	false	true	logTest	pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532391	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
2	false	false	true	logTest	pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532391	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
3	false	false	true	logTest	pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532391	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
4	false	false	true	logTest	pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532391	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
5	false	false	true	logTest	pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532391	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
6	true	true	true	logTest	pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532391	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
7	false	false	true	logTest	pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532391	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
8	true	true	true	logTest	pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532391	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
9	true	true	true	logTest	pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428532391	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
