stim_num	turker_label	true_label	is_correct	eventType	iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn
0	true	false	false	logTest	pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401599966	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
1	false	false	true	logTest	pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401599966	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
2	true	false	false	logTest	pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401599966	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
3	false	false	true	logTest	pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401599966	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
4	false	false	true	logTest	pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401599966	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
5	false	false	true	logTest	pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401599966	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
6	true	true	true	logTest	pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401599966	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
7	false	false	true	logTest	pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401599966	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
8	false	true	false	logTest	pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401599966	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
9	true	true	true	logTest	pilot	3609-2b82940d-015f-43e5-b274-f9bec90e3fa7	1540401599966	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
