stim_num	turker_label	true_label	is_correct	eventType	iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn
0	false	false	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
1	true	true	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
2	false	false	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
3	true	true	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
4	true	true	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
5	true	true	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
6	true	true	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
7	true	true	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
8	true	true	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
9	true	true	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
10	false	false	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
11	false	false	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
12	true	true	true	logTest	pilot	4423-81c97500-b49d-4b08-99ff-dbdf53ccef65	1542066051275	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json
