stim_num	turker_label	true_label	is_correct	eventType	iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn
0	false	false	true	logTest	pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397496744	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
1	false	false	true	logTest	pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397496744	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
2	false	false	true	logTest	pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397496744	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
3	false	false	true	logTest	pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397496744	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
4	false	false	true	logTest	pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397496744	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
5	false	false	true	logTest	pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397496744	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
6	false	true	false	logTest	pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397496744	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
7	false	false	true	logTest	pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397496744	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
8	false	true	false	logTest	pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397496744	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
9	false	true	false	logTest	pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397496744	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json
