5	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
	mp-game-6	pilot	5190-36177a7b-c508-4812-913a-bc151c8d8c03	1548700547827	student	34	"flowers with (purple stems and white petals) or orange centers"	flowers_purple_stems_white_petals_or_orange_centers	0	yes	1	yes	26	Male	3		I didnt get to play the game at all as the explorer didnt communicate with me	$2	I didnt get to play the game at all as the explorer didnt communicate with me	yes	not much	logSubjInfo
