experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	6634-2555646e-f76f-4acb-ad4e-c590c98703df	1548118491094	student	21	"bugs with purple wings or white legs"	bugs_purple_wings_or_white_legs	4	yes	1	yes	34	Female	4			4.00		yes	liked	logSubjInfo
mp-game-6	pilot	6634-2555646e-f76f-4acb-ad4e-c590c98703df	1548118509699	explorer	21	"bugs with purple wings or white legs"	bugs_purple_wings_or_white_legs	4	yes	2	yes	35	Male	3		No	2.50	I tried to find the little details that mattered	yes	liked	logSubjInfo
