experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	25 plus bonus	strategy	 I intended to collate the similarities and share them with my partner	humanPartner	likePartner	eventType
mp-game-6	pilot	8752-2fa53ee7-b4db-488c-8aa5-c26c494b8b70	1548437256556	explorer	21	"bugs with purple wings or white legs"	bugs_purple_wings_or_white_legs	0	yes	1	yes	41	Female	2	I dont' know what technological answers there might be		only that my partner ran away	$1		I was taking notes on the creatures that were identified to me as kweps		yes	not much	logSubjInfo
