50	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
	mp-game-6	pilot	9875-ba5f038e-bf88-4867-802c-fa6fcd498830	1547849007989	explorer	46	"bugs with (antennae or wings) and purple bodies"	bugs_antennae_or_wings_purple_bodies	1	yes	0	yes	29	Male	2	Relying on people to stay through the entire expirement doesn't always work out		They disconnected	30 mins @ 9/hr = $4	I tried to find patterns	yes	not much	logSubjInfo
