experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	  I wanted to explain all the similarities and the differences so the person wouldn't get confused	 	humanPartner	likePartner	eventType
mp-game-6	pilot	1954-b9ee3177-2947-4302-8409-8632326b2830	1548103490978	explorer	47	"bugs with (white heads or orange antennae) and purple legs"	bugs_white_heads_or_orange_antennae_purple_legs	4	yes	2	yes	48	Female	3	it was interesting - I don't know how the teammate did better on the harder ones but on the easy ones to spot the creature they messed up!	no problems 	5.00	I really tried to find a common images among the pictures - some were easy and some were hard			yes	liked	logSubjInfo
mp-game-6	pilot	1954-b9ee3177-2947-4302-8409-8632326b2830	1548103784120	student	47	"bugs with (white heads or orange antennae) and purple legs"	bugs_white_heads_or_orange_antennae_purple_legs	4	yes	2	yes	57	Female	3	none	no	5	listened to my teacher	yes	okay	logSubjInfo
