experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	 	humanPartner	likePartner	eventType
mp-game-6	pilot	5667-5a31297c-52af-4199-8cfe-a246341af5a6	1547835430956	explorer	15	"birds with orange wings and tails"	birds_orange_wings_tails	4	yes	2	yes	36	Male	3	The experiment was quite interesting		No	1.00	I tried to find the main thing in common with each creature		yes	loved	logSubjInfo
mp-game-6	pilot	5667-5a31297c-52af-4199-8cfe-a246341af5a6	1547835469010	student	15	"birds with orange wings and tails"	birds_orange_wings_tails	4	yes	2	yes	35	Male	3	So	 it was when he/she said "you're doing terrible"	 and I thank you for letting me participate	 the last grid had my partner sounding like a totally different person		No		2.50	There was no strategy		yes	not much	logSubjInfo
