experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	9251-1f1c924c-e8f4-4ce4-8126-53b6f14fa777	1548443931400	explorer	39	"bugs with (white legs and purple wings) or orange antennae"	bugs_white_legs_purple_wings_or_orange_antennae	1	yes	2	yes	34	Female	2	I thought it was fun		not that I could tell	2.00	I was looking for patterns of the different groups what made them different	yes	okay	logSubjInfo
