experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	 My partner didn't really explain the different between kweps and non-kweps all too well	humanPartner	likePartner	eventType
mp-game-6	pilot	6135-d546fd01-916c-4c10-a617-a806a93ec66e	1548713406680	student	34	"flowers with (purple stems and white petals) or orange centers"	flowers_purple_stems_white_petals_or_orange_centers	1	yes	1	yes	28	Male	2	It's an interesting and fun hit		Felt like it took too long	2.50	It was difficult		yes	okay	logSubjInfo
