experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	4823-26f1c433-4dbc-4a6d-b3da-f36cc45fb4ff	1547853458408	explorer	37	"fish with (white bodies and orange stripes) or fangs"	fish_white_bodies_orange_stripes_or_fangs	0	yes	1	yes	25	Male	3		I did not see any partner		1.25	N/A			logSubjInfo
