experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	 Just didn't have time to reach the partner	fairprice	25 was fair	strategy	  Create a hypothesis and see if it stays true for all creatures		humanPartner	likePartner	eventType
mp-game-6	pilot	2568-8fd23c62-5b8f-479e-9966-5c787fa10088	1548115972408	explorer	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	0	yes	2	yes	38	Male	2		Nothing		1		comparing a particular trait between kweps and nonkweps for similarities			yes	okay	logSubjInfo
