experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	9079-1f398b8e-722a-4cd8-baf6-ec392ed16110	1548097913690	explorer	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	4	yes	2	yes	28	Female	4	Took twice as long as anticipated		No	6.00	Tried to find common elements	yes	liked	logSubjInfo
mp-game-6	pilot	9079-1f398b8e-722a-4cd8-baf6-ec392ed16110	1548097914943	student	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	4	yes	2	yes	27	Male	1	Everything seemed fine and it was a fun hit to do		Everything seemed fine	4	I just used the information my partner gave me	yes	okay	logSubjInfo
