experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	00	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	1338-82a600af-da9d-46a0-b113-0daeaf59f451	1548097460159	explorer	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	4	yes	2	yes	22	Male	2	Thank you	no	$3		Identifying the differences and communicating them as effectively as possible	yes	loved	logSubjInfo
