experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 such a nice study	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	7991-e821d0e9-e594-4d32-aafb-acf3caf60da7	1548446434214	explorer	15	"birds with orange wings and tails"	birds_orange_wings_tails	4	yes	2	yes	36	Female	3	i really enjoyed a lot 		no		2	separating with identity	yes	loved	logSubjInfo
mp-game-6	pilot	7991-e821d0e9-e594-4d32-aafb-acf3caf60da7	1548446599852	student	15	"birds with orange wings and tails"	birds_orange_wings_tails	4	yes	0	yes	24	Female	3	This HIT would be fairly compensated at 1			Problem was that my partner was very slow and since I was the student I had to wait on them to proceed			8.00	Tried to listen to partner but it seemed like I was going to get a lot wrong even if I followed directions so I didn't want to select to many and get deductions	yes	not much	logSubjInfo
