experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
mp-game-6	pilot	2567-fb408d76-ca14-47ee-9948-4106e3a70b40	1547831952067	student	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	yes	2	yes	26	Female	2		no	2.00	i listened to the explorers descriptions		yes	okay	logSubjInfo
mp-game-6	pilot	2567-fb408d76-ca14-47ee-9948-4106e3a70b40	1547831958228	explorer	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	yes	2	yes	28	Male	3	amazing hit	no	4.00	found the patterns then communicated them	yes	okay	logSubjInfo
