experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	9306-be610f38-596c-4352-a004-0a760f107dea	1547745226490	explorer	3	"fish with whiskers"	fish_whiskers	4	no	-1	yes	28	Male	3	It was okay		No	2.00	I tried my best to spot differences and similarities	no	not much	logSubjInfo
