experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	3414-2b3af998-7f4d-4744-8864-ab5b0d4f9f40	1548693419659	explorer	39	"bugs with (white legs and purple wings) or orange antennae"	bugs_white_legs_purple_wings_or_orange_antennae	0	yes	-1	yes	51	Female	3	This was fun		no	yes	I just tried clicking to find which ones were different then the ones stated as the zorbs	yes	liked	logSubjInfo
