experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	0018-694e7d07-ff94-4f3d-a1dc-6d9a270d8119	1548097068233	explorer	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	1	yes	1	yes	25	Male	3	It was weird		All worked fine	1.75	I tried to find commonalities between all members of the species	no	liked	logSubjInfo
