experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	 I didn't get to use any strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	4487-85efbb95-8435-45a6-a666-044041e35320	1548112209113	student	24	"trees with purple berries or white trunks"	trees_purple_berries_or_white_trunks	0	yes	2	yes	37	Female	3		My partner lost connection so I'm not sure		1.50	My partner lost their connection so I'm being compensated for my part		yes	loved	logSubjInfo
