experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	6807-2d197822-de2c-4360-a147-5631dff28cfd	1548442384412	explorer	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	0	yes	2	yes	30	Male	3	i interest more in this hit	no problems	1.25	i read instruction and properly select object	yes	liked	logSubjInfo
