25	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
	mp-game-6	pilot	6781-0b332fca-d71c-4a99-b8ec-14f9dafc4571	1548451965591	student	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	4	yes	2	yes	31	Male	3	its very interesting 	no		$1	focused information 	yes	loved	logSubjInfo
mp-game-6	pilot	6781-0b332fca-d71c-4a99-b8ec-14f9dafc4571	1548452116193	explorer	36	"fish with (orange bodies and purple stripes) or whiskers"	fish_orange_bodies_purple_stripes_or_whiskers	4		2	yes	47	Other	3	I basically enjoyed myself but I was curious about some of my performance evaluations			Well		2.00	I simply used my observational skills to discern the correct and common distinguishing features for the species in question	yes	okay	logSubjInfo
