experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 I am disappointed in the time that I spent considering I didn't do anything		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	7123-2e5a5459-60f4-483c-b315-ee80b87a3beb	1548096695710	student	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	0	yes	0	no	49	Female	2	I wasn't able to do anything because no one came into the chat room			No one ever came into the chat room	1.25	I wasn't able to do anything because no one ever came into the chat room	yes	not much	logSubjInfo
