experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	 I felt that some rounds were more difficult than others		humanPartner	likePartner	eventType
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1548097236713	explorer	45	"fish with (white stripes or purple bodies) and whiskers"	fish_white_stripes_or_purple_bodies_whiskers	2	yes	2	yes	29	Female	3		No	3.50	I tried to study the species to see if I could locate the similarities			yes	okay	logSubjInfo
