experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	  I was going to study what my partner was going to give me and make a decision		humanPartner	likePartner	eventType
mp-game-6	pilot	0010-58ad08dc-45dd-4295-95ee-961b0f178634	1548692222928	student	35	"flowers with (thorns and purple petals) or orange stems"	flowers_thorns_purple_petals_or_orange_stems	0	yes	2	yes	37	Female	2	I would love to complete it	My partner disconnected	1.25	I didn't get a chance to play			yes	not much	logSubjInfo
